org_img,image,event,date,second,milisecond,tweek,f_min<2kHz,tweek_sign,cluster
ch2_20141130_200035_280_s127,ch2_20141130_200035_280_s127-T3.jpg,3,20141130_200035,127,923,1,1,4,3
ch2_20141130_200035_280_s24,ch2_20141130_200035_280_s24-S1.jpg,1,20141130_200035,24,381,0,0,0,6
ch2_20141130_200035_280_s24,ch2_20141130_200035_280_s24-S2.jpg,2,20141130_200035,24,398,0,1,0,0
ch2_20141130_200035_280_s24,ch2_20141130_200035_280_s24-S3.jpg,3,20141130_200035,24,536,0,0,0,5
ch2_20141130_200035_280_s24,ch2_20141130_200035_280_s24-S4.jpg,4,20141130_200035,24,662,0,0,0,5
ch2_20141130_200035_280_s24,ch2_20141130_200035_280_s24-S5.jpg,5,20141130_200035,24,853,0,1,0,6
ch2_20141130_200035_280_s24,ch2_20141130_200035_280_s24-S6.jpg,6,20141130_200035,24,922,0,1,0,5
ch2_20141130_200035_280_s25,ch2_20141130_200035_280_s25-S1.jpg,1,20141130_200035,25,168,0,1,0,6
ch2_20141130_200035_280_s25,ch2_20141130_200035_280_s25-S3.jpg,3,20141130_200035,25,184,0,0,0,0
ch2_20141130_200035_280_s25,ch2_20141130_200035_280_s25-S2.jpg,2,20141130_200035,25,186,0,1,0,6
ch2_20141130_200035_280_s25,ch2_20141130_200035_280_s25-S4.jpg,4,20141130_200035,25,198,0,0,0,0
ch2_20141130_200035_280_s25,ch2_20141130_200035_280_s25-T1.jpg,1,20141130_200035,25,239,1,0,1,6
ch2_20141130_200035_280_s25,ch2_20141130_200035_280_s25-S6.jpg,6,20141130_200035,25,344,0,0,0,0
ch2_20141130_200035_280_s25,ch2_20141130_200035_280_s25-S7.jpg,7,20141130_200035,25,417,0,0,0,0
ch2_20141130_200035_280_s25,ch2_20141130_200035_280_s25-S8.jpg,8,20141130_200035,25,562,0,1,0,5
ch2_20141130_200035_280_s25,ch2_20141130_200035_280_s25-S9.jpg,9,20141130_200035,25,645,0,0,0,4
ch2_20141130_200035_280_s34,ch2_20141130_200035_280_s34-S1.jpg,1,20141130_200035,34,139,0,0,0,5
ch2_20141130_200035_280_s34,ch2_20141130_200035_280_s34-S2.jpg,2,20141130_200035,34,165,0,0,0,5
ch2_20141130_200035_280_s34,ch2_20141130_200035_280_s34-S3.jpg,3,20141130_200035,34,299,0,1,0,3
ch2_20141130_200035_280_s34,ch2_20141130_200035_280_s34-S4.jpg,4,20141130_200035,34,345,0,0,0,5
ch2_20141130_200035_280_s34,ch2_20141130_200035_280_s34-S5.jpg,5,20141130_200035,34,428,0,0,0,5
ch2_20141130_200035_280_s34,ch2_20141130_200035_280_s34-S6.jpg,6,20141130_200035,34,443,0,0,0,5
ch2_20141130_200035_280_s34,ch2_20141130_200035_280_s34-S7.jpg,7,20141130_200035,34,455,0,0,0,1
ch2_20141130_200035_280_s34,ch2_20141130_200035_280_s34-S8.jpg,8,20141130_200035,34,460,0,0,0,0
ch2_20141130_200035_280_s34,ch2_20141130_200035_280_s34-S9.jpg,9,20141130_200035,34,583,0,0,0,4
ch2_20141130_200035_280_s34,ch2_20141130_200035_280_s34-S10.jpg,10,20141130_200035,34,610,0,0,0,1
ch2_20141130_200035_280_s34,ch2_20141130_200035_280_s34-S11.jpg,11,20141130_200035,34,628,0,1,0,1
ch2_20141130_200035_280_s34,ch2_20141130_200035_280_s34-T1.jpg,1,20141130_200035,34,728,1,1,4,3
ch2_20141130_200035_280_s34,ch2_20141130_200035_280_s34-S12.jpg,12,20141130_200035,34,771,0,0,0,0
ch2_20141130_200035_280_s51,ch2_20141130_200035_280_s51-S1.jpg,1,20141130_200035,51,765,0,1,0,6
ch2_20141130_200035_280_s51,ch2_20141130_200035_280_s51-S2.jpg,2,20141130_200035,51,781,0,1,0,6
ch2_20141130_200035_280_s51,ch2_20141130_200035_280_s51-S3.jpg,3,20141130_200035,51,801,0,1,0,5
ch2_20141130_200035_280_s51,ch2_20141130_200035_280_s51-S4.jpg,4,20141130_200035,51,808,0,0,0,5
ch2_20141130_200035_280_s73,ch2_20141130_200035_280_s73-S1.jpg,1,20141130_200035,73,116,0,0,0,0
ch2_20141130_200035_280_s73,ch2_20141130_200035_280_s73-S2.jpg,2,20141130_200035,73,175,0,0,0,4
ch2_20141130_200035_280_s73,ch2_20141130_200035_280_s73-S3.jpg,3,20141130_200035,73,265,0,1,0,1
ch2_20141130_200035_280_s73,ch2_20141130_200035_280_s73-S4.jpg,4,20141130_200035,73,277,0,0,0,3
ch2_20141130_200035_280_s73,ch2_20141130_200035_280_s73-S5.jpg,5,20141130_200035,73,322,0,0,0,1
ch2_20141130_200035_280_s73,ch2_20141130_200035_280_s73-S6.jpg,6,20141130_200035,73,365,0,0,0,1
ch2_20141130_200035_280_s73,ch2_20141130_200035_280_s73-S7.jpg,7,20141130_200035,73,553,0,0,0,4
ch2_20141130_200035_280_s9,ch2_20141130_200035_280_s9-S1.jpg,1,20141130_200035,9,17,0,1,0,6
ch2_20141130_200035_280_s9,ch2_20141130_200035_280_s9-S2.jpg,2,20141130_200035,9,29,0,0,0,6
ch2_20141130_200035_280_s9,ch2_20141130_200035_280_s9-S3.jpg,3,20141130_200035,9,83,0,0,0,0
ch2_20141130_200035_280_s9,ch2_20141130_200035_280_s9-S4.jpg,4,20141130_200035,9,112,0,1,0,1
ch2_20141130_200035_280_s9,ch2_20141130_200035_280_s9-S5.jpg,5,20141130_200035,9,144,0,0,0,2
ch2_20141130_200035_280_s9,ch2_20141130_200035_280_s9-S6.jpg,6,20141130_200035,9,327,0,0,0,0
ch2_20141130_200035_280_s9,ch2_20141130_200035_280_s9-S7.jpg,7,20141130_200035,9,440,0,1,0,4
ch2_20141130_200035_280_s9,ch2_20141130_200035_280_s9-S8.jpg,8,20141130_200035,9,830,0,1,0,4
ch2_20141130_200535_473_s11,ch2_20141130_200535_473_s11-S1.jpg,1,20141130_200535,11,36,0,0,0,4
ch2_20141130_200535_473_s11,ch2_20141130_200535_473_s11-S2.jpg,2,20141130_200535,11,164,0,0,0,4
ch2_20141130_200535_473_s11,ch2_20141130_200535_473_s11-T1.jpg,1,20141130_200535,11,753,1,1,4,3
ch2_20141130_200535_473_s11,ch2_20141130_200535_473_s11-S3.jpg,3,20141130_200535,11,786,0,0,0,5
ch2_20141130_200535_473_s11,ch2_20141130_200535_473_s11-S4.jpg,4,20141130_200535,11,835,0,1,0,4
ch2_20141130_200535_473_s114,ch2_20141130_200535_473_s114-S1.jpg,1,20141130_200535,114,210,0,0,0,0
ch2_20141130_200535_473_s114,ch2_20141130_200535_473_s114-T1.jpg,1,20141130_200535,114,367,1,0,2,0
ch2_20141130_200535_473_s114,ch2_20141130_200535_473_s114-S3.jpg,3,20141130_200535,114,397,0,0,0,5
ch2_20141130_200535_473_s114,ch2_20141130_200535_473_s114-S4.jpg,4,20141130_200535,114,432,0,0,0,0
ch2_20141130_200535_473_s114,ch2_20141130_200535_473_s114-S5.jpg,5,20141130_200535,114,452,0,0,0,0
ch2_20141130_200535_473_s114,ch2_20141130_200535_473_s114-T2.jpg,2,20141130_200535,114,739,1,1,3,3
ch2_20141130_200535_473_s114,ch2_20141130_200535_473_s114-S6.jpg,6,20141130_200535,114,762,0,0,0,3
ch2_20141130_200535_473_s114,ch2_20141130_200535_473_s114-S7.jpg,7,20141130_200535,114,829,0,0,0,5
ch2_20141130_200535_473_s114,ch2_20141130_200535_473_s114-S8.jpg,8,20141130_200535,114,863,0,1,0,0
ch2_20141130_200535_473_s114,ch2_20141130_200535_473_s114-S9.jpg,9,20141130_200535,114,871,0,1,0,0
ch2_20141130_200535_473_s114,ch2_20141130_200535_473_s114-S10.jpg,10,20141130_200535,114,881,0,1,0,0
ch2_20141130_200535_473_s114,ch2_20141130_200535_473_s114-S11.jpg,11,20141130_200535,114,986,0,0,0,5
ch2_20141130_200535_473_s115,ch2_20141130_200535_473_s115-S1.jpg,1,20141130_200535,115,20,0,0,0,5
ch2_20141130_200535_473_s115,ch2_20141130_200535_473_s115-S2.jpg,2,20141130_200535,115,54,0,1,0,0
ch2_20141130_200535_473_s115,ch2_20141130_200535_473_s115-S3.jpg,3,20141130_200535,115,59,0,0,0,0
ch2_20141130_200535_473_s115,ch2_20141130_200535_473_s115-S4.jpg,4,20141130_200535,115,77,0,0,0,5
ch2_20141130_200535_473_s115,ch2_20141130_200535_473_s115-S5.jpg,5,20141130_200535,115,120,0,0,0,5
ch2_20141130_200535_473_s115,ch2_20141130_200535_473_s115-S6.jpg,6,20141130_200535,115,137,0,1,0,6
ch2_20141130_200535_473_s115,ch2_20141130_200535_473_s115-S7.jpg,7,20141130_200535,115,164,0,1,0,1
ch2_20141130_200535_473_s115,ch2_20141130_200535_473_s115-S8.jpg,8,20141130_200535,115,179,0,1,0,0
ch2_20141130_200535_473_s115,ch2_20141130_200535_473_s115-S9.jpg,9,20141130_200535,115,228,0,1,0,0
ch2_20141130_200535_473_s115,ch2_20141130_200535_473_s115-S10.jpg,10,20141130_200535,115,771,0,0,0,0
ch2_20141130_200535_473_s115,ch2_20141130_200535_473_s115-S11.jpg,11,20141130_200535,115,842,0,0,0,4
ch2_20141130_200535_473_s115,ch2_20141130_200535_473_s115-S12.jpg,12,20141130_200535,115,975,0,0,0,5
ch2_20141130_200535_473_s115,ch2_20141130_200535_473_s115-S13.jpg,13,20141130_200535,115,990,0,0,0,5
ch2_20141130_200535_473_s118,ch2_20141130_200535_473_s118-T1.jpg,1,20141130_200535,118,811,1,1,3,3
ch2_20141130_200535_473_s118,ch2_20141130_200535_473_s118-S1.jpg,1,20141130_200535,118,851,0,1,0,6
ch2_20141130_200535_473_s118,ch2_20141130_200535_473_s118-S2.jpg,2,20141130_200535,118,893,0,1,0,5
ch2_20141130_200535_473_s118,ch2_20141130_200535_473_s118-S3.jpg,3,20141130_200535,118,943,0,1,0,1
ch2_20141130_200535_473_s118,ch2_20141130_200535_473_s118-S4.jpg,4,20141130_200535,118,970,0,1,0,5
ch2_20141130_200535_473_s118,ch2_20141130_200535_473_s118-S5.jpg,5,20141130_200535,118,990,0,1,0,5
ch2_20141130_200535_473_s55,ch2_20141130_200535_473_s55-S1.jpg,1,20141130_200535,55,746,0,0,0,0
ch2_20141130_200535_473_s55,ch2_20141130_200535_473_s55-T1.jpg,1,20141130_200535,55,759,1,1,4,6
ch2_20141130_200535_473_s55,ch2_20141130_200535_473_s55-S3.jpg,3,20141130_200535,55,771,0,1,0,3
ch2_20141130_200535_473_s55,ch2_20141130_200535_473_s55-S4.jpg,4,20141130_200535,55,783,0,1,0,0
ch2_20141130_200535_473_s55,ch2_20141130_200535_473_s55-S5.jpg,5,20141130_200535,55,787,0,0,0,0
ch2_20141130_200535_473_s55,ch2_20141130_200535_473_s55-S6.jpg,6,20141130_200535,55,810,0,1,0,5
ch2_20141130_200535_473_s55,ch2_20141130_200535_473_s55-S7.jpg,7,20141130_200535,55,833,0,1,0,0
ch2_20141130_200535_473_s55,ch2_20141130_200535_473_s55-S8.jpg,8,20141130_200535,55,935,0,1,0,6
ch2_20141130_200535_473_s55,ch2_20141130_200535_473_s55-S10.jpg,10,20141130_200535,55,949,0,1,0,6
ch2_20141130_200535_473_s59,ch2_20141130_200535_473_s59-S1.jpg,1,20141130_200535,59,77,0,0,0,5
ch2_20141130_200535_473_s59,ch2_20141130_200535_473_s59-S2.jpg,2,20141130_200535,59,167,0,1,0,0
ch2_20141130_200535_473_s59,ch2_20141130_200535_473_s59-S3.jpg,3,20141130_200535,59,243,0,1,0,4
ch2_20141130_200535_473_s59,ch2_20141130_200535_473_s59-S4.jpg,4,20141130_200535,59,471,0,0,0,0
ch2_20141130_200535_473_s59,ch2_20141130_200535_473_s59-S5.jpg,5,20141130_200535,59,477,0,1,0,6
ch2_20141130_200535_473_s59,ch2_20141130_200535_473_s59-S6.jpg,6,20141130_200535,59,498,0,0,0,5
ch2_20141130_200535_473_s59,ch2_20141130_200535_473_s59-S7.jpg,7,20141130_200535,59,654,0,1,0,6
ch2_20141130_200535_473_s59,ch2_20141130_200535_473_s59-S8.jpg,8,20141130_200535,59,667,0,1,0,6
ch2_20141130_200535_473_s59,ch2_20141130_200535_473_s59-S9.jpg,9,20141130_200535,59,828,0,0,0,0
ch2_20141130_200535_473_s59,ch2_20141130_200535_473_s59-S10.jpg,10,20141130_200535,59,923,0,1,0,6
ch2_20141130_200535_473_s59,ch2_20141130_200535_473_s59-S11.jpg,11,20141130_200535,59,941,0,0,0,6
ch2_20141130_200535_473_s62,ch2_20141130_200535_473_s62-S1.jpg,1,20141130_200535,62,25,0,1,0,5
ch2_20141130_200535_473_s62,ch2_20141130_200535_473_s62-S2.jpg,2,20141130_200535,62,310,0,1,0,5
ch2_20141130_200535_473_s62,ch2_20141130_200535_473_s62-S3.jpg,3,20141130_200535,62,549,0,1,0,0
ch2_20141130_200535_473_s62,ch2_20141130_200535_473_s62-S4.jpg,4,20141130_200535,62,723,0,0,0,6
ch2_20141130_200535_473_s62,ch2_20141130_200535_473_s62-S5.jpg,5,20141130_200535,62,737,0,1,0,0
ch2_20141130_200535_473_s62,ch2_20141130_200535_473_s62-S6.jpg,6,20141130_200535,62,747,0,0,0,0
ch2_20141130_200535_473_s62,ch2_20141130_200535_473_s62-S7.jpg,7,20141130_200535,62,771,0,0,0,0
ch2_20141130_200535_473_s62,ch2_20141130_200535_473_s62-S8.jpg,8,20141130_200535,62,923,0,0,0,5
ch2_20141130_200535_473_s62,ch2_20141130_200535_473_s62-S9.jpg,9,20141130_200535,62,977,0,1,0,0
ch2_20141130_200535_473_s62,ch2_20141130_200535_473_s62-S10.jpg,10,20141130_200535,62,996,0,1,0,6
ch2_20141130_200535_473_s95,ch2_20141130_200535_473_s95-S1.jpg,1,20141130_200535,95,115,0,0,0,5
ch2_20141130_200535_473_s95,ch2_20141130_200535_473_s95-S2.jpg,2,20141130_200535,95,143,0,0,0,5
ch2_20141130_200535_473_s95,ch2_20141130_200535_473_s95-S3.jpg,3,20141130_200535,95,724,0,0,0,1
ch2_20141130_200535_473_s95,ch2_20141130_200535_473_s95-S4.jpg,4,20141130_200535,95,744,0,1,0,1
ch2_20141130_200535_473_s95,ch2_20141130_200535_473_s95-S5.jpg,5,20141130_200535,95,761,0,1,0,3
ch2_20141130_200535_473_s95,ch2_20141130_200535_473_s95-S6.jpg,6,20141130_200535,95,902,0,0,0,5
ch2_20141130_200535_473_s95,ch2_20141130_200535_473_s95-S7.jpg,7,20141130_200535,95,946,0,0,0,5
ch2_20141130_200535_473_s95,ch2_20141130_200535_473_s95-S8.jpg,8,20141130_200535,95,956,0,1,0,5
ch2_20141130_200535_473_s95,ch2_20141130_200535_473_s95-S9.jpg,9,20141130_200535,95,976,0,0,0,4
ch2_20141130_200535_473_s96,ch2_20141130_200535_473_s96-S1.jpg,1,20141130_200535,96,8,0,0,0,6
ch2_20141130_200535_473_s96,ch2_20141130_200535_473_s96-S2.jpg,2,20141130_200535,96,15,0,0,0,0
ch2_20141130_200535_473_s96,ch2_20141130_200535_473_s96-S3.jpg,3,20141130_200535,96,29,0,1,0,6
ch2_20141130_200535_473_s96,ch2_20141130_200535_473_s96-S4.jpg,4,20141130_200535,96,39,0,0,0,0
ch2_20141130_200535_473_s96,ch2_20141130_200535_473_s96-S5.jpg,5,20141130_200535,96,69,0,0,0,0
ch2_20141130_200535_473_s96,ch2_20141130_200535_473_s96-S6.jpg,6,20141130_200535,96,86,0,0,0,0
ch2_20141130_200535_473_s96,ch2_20141130_200535_473_s96-S7.jpg,7,20141130_200535,96,131,0,1,0,5
ch2_20141130_200535_473_s96,ch2_20141130_200535_473_s96-S8.jpg,8,20141130_200535,96,168,0,1,0,3
ch2_20141130_200535_473_s96,ch2_20141130_200535_473_s96-S9.jpg,9,20141130_200535,96,204,0,0,0,0
ch2_20141130_200535_473_s96,ch2_20141130_200535_473_s96-S10.jpg,10,20141130_200535,96,222,0,0,0,0
ch2_20141130_200535_473_s96,ch2_20141130_200535_473_s96-S11.jpg,11,20141130_200535,96,322,0,0,0,0
ch2_20141130_200535_473_s96,ch2_20141130_200535_473_s96-S12.jpg,12,20141130_200535,96,374,0,1,0,0
ch2_20141130_200535_473_s96,ch2_20141130_200535_473_s96-S13.jpg,13,20141130_200535,96,483,0,1,0,5
ch2_20141130_200535_473_s96,ch2_20141130_200535_473_s96-S14.jpg,14,20141130_200535,96,500,0,0,0,1
ch2_20141130_200535_473_s96,ch2_20141130_200535_473_s96-S15.jpg,15,20141130_200535,96,517,0,1,0,3
ch2_20141130_200535_473_s96,ch2_20141130_200535_473_s96-S16.jpg,16,20141130_200535,96,652,0,1,0,4
ch2_20141130_201035_646_s122,ch2_20141130_201035_646_s122-S1.jpg,1,20141130_201035,122,486,0,0,0,5
ch2_20141130_201035_646_s122,ch2_20141130_201035_646_s122-S2.jpg,2,20141130_201035,122,631,0,1,0,6
ch2_20141130_201035_646_s122,ch2_20141130_201035_646_s122-T1.jpg,1,20141130_201035,122,634,1,1,4,6
ch2_20141130_201035_646_s122,ch2_20141130_201035_646_s122-S3.jpg,3,20141130_201035,122,649,0,1,0,6
ch2_20141130_201035_646_s122,ch2_20141130_201035_646_s122-S4.jpg,4,20141130_201035,122,663,0,1,0,5
ch2_20141130_201035_646_s122,ch2_20141130_201035_646_s122-S5.jpg,5,20141130_201035,122,696,0,0,0,4
ch2_20141130_201035_646_s122,ch2_20141130_201035_646_s122-S6.jpg,6,20141130_201035,122,706,0,0,0,5
ch2_20141130_201035_646_s122,ch2_20141130_201035_646_s122-S7.jpg,7,20141130_201035,122,833,0,0,0,5
ch2_20141130_201035_646_s122,ch2_20141130_201035_646_s122-S8.jpg,8,20141130_201035,122,850,0,0,0,0
ch2_20141130_201035_646_s122,ch2_20141130_201035_646_s122-S9.jpg,9,20141130_201035,122,881,0,0,0,0
ch2_20141130_201035_646_s122,ch2_20141130_201035_646_s122-S10.jpg,10,20141130_201035,122,966,0,0,0,5
ch2_20141130_201035_646_s126,ch2_20141130_201035_646_s126-S1.jpg,1,20141130_201035,126,3,0,1,0,3
ch2_20141130_201035_646_s126,ch2_20141130_201035_646_s126-S2.jpg,2,20141130_201035,126,13,0,0,0,5
ch2_20141130_201035_646_s126,ch2_20141130_201035_646_s126-T1.jpg,1,20141130_201035,126,23,1,1,3,3
ch2_20141130_201035_646_s126,ch2_20141130_201035_646_s126-S4.jpg,4,20141130_201035,126,39,0,0,0,5
ch2_20141130_201035_646_s126,ch2_20141130_201035_646_s126-S5.jpg,5,20141130_201035,126,110,0,0,0,5
ch2_20141130_201035_646_s126,ch2_20141130_201035_646_s126-S6.jpg,6,20141130_201035,126,146,0,0,0,4
ch2_20141130_201035_646_s126,ch2_20141130_201035_646_s126-S7.jpg,7,20141130_201035,126,260,0,0,0,5
ch2_20141130_201035_646_s126,ch2_20141130_201035_646_s126-T2.jpg,2,20141130_201035,126,282,1,1,2,4
ch2_20141130_201035_646_s126,ch2_20141130_201035_646_s126-S9.jpg,9,20141130_201035,126,354,0,0,0,5
ch2_20141130_201035_646_s126,ch2_20141130_201035_646_s126-S10.jpg,10,20141130_201035,126,367,0,0,0,3
ch2_20141130_201035_646_s126,ch2_20141130_201035_646_s126-S11.jpg,11,20141130_201035,126,428,0,0,0,5
ch2_20141130_201035_646_s126,ch2_20141130_201035_646_s126-S12.jpg,12,20141130_201035,126,483,0,1,0,1
ch2_20141130_201035_646_s126,ch2_20141130_201035_646_s126-S13.jpg,13,20141130_201035,126,502,0,0,0,5
ch2_20141130_201035_646_s126,ch2_20141130_201035_646_s126-S14.jpg,14,20141130_201035,126,519,0,1,0,5
ch2_20141130_201035_646_s126,ch2_20141130_201035_646_s126-T3.jpg,3,20141130_201035,126,564,1,1,4,3
ch2_20141130_201035_646_s126,ch2_20141130_201035_646_s126-S16.jpg,16,20141130_201035,126,616,0,1,0,1
ch2_20141130_201035_646_s126,ch2_20141130_201035_646_s126-S17.jpg,17,20141130_201035,126,678,0,0,0,5
ch2_20141130_201035_646_s126,ch2_20141130_201035_646_s126-S18.jpg,18,20141130_201035,126,726,0,0,0,5
ch2_20141130_201035_646_s126,ch2_20141130_201035_646_s126-S19.jpg,19,20141130_201035,126,804,0,0,0,5
ch2_20141130_201035_646_s126,ch2_20141130_201035_646_s126-S20.jpg,20,20141130_201035,126,861,0,0,0,5
ch2_20141130_201035_646_s126,ch2_20141130_201035_646_s126-S21.jpg,21,20141130_201035,126,964,0,0,0,4
ch2_20141130_201035_646_s141,ch2_20141130_201035_646_s141-S1.jpg,1,20141130_201035,141,184,0,0,0,4
ch2_20141130_201035_646_s141,ch2_20141130_201035_646_s141-T1.jpg,1,20141130_201035,141,192,1,1,4,3
ch2_20141130_201035_646_s141,ch2_20141130_201035_646_s141-S3.jpg,3,20141130_201035,141,428,0,1,0,5
ch2_20141130_201035_646_s141,ch2_20141130_201035_646_s141-S4.jpg,4,20141130_201035,141,457,0,0,0,1
ch2_20141130_201035_646_s141,ch2_20141130_201035_646_s141-S5.jpg,5,20141130_201035,141,462,0,1,0,6
ch2_20141130_201035_646_s141,ch2_20141130_201035_646_s141-S6.jpg,6,20141130_201035,141,489,0,1,0,1
ch2_20141130_201035_646_s141,ch2_20141130_201035_646_s141-S7.jpg,7,20141130_201035,141,498,0,1,0,5
ch2_20141130_201035_646_s141,ch2_20141130_201035_646_s141-S8.jpg,8,20141130_201035,141,542,0,0,0,5
ch2_20141130_201035_646_s141,ch2_20141130_201035_646_s141-S9.jpg,9,20141130_201035,141,599,0,0,0,0
ch2_20141130_201035_646_s141,ch2_20141130_201035_646_s141-S10.jpg,10,20141130_201035,141,615,0,0,0,0
ch2_20141130_201035_646_s141,ch2_20141130_201035_646_s141-S11.jpg,11,20141130_201035,141,657,0,0,0,0
ch2_20141130_201035_646_s141,ch2_20141130_201035_646_s141-S12.jpg,12,20141130_201035,141,793,0,1,0,0
ch2_20141130_201035_646_s141,ch2_20141130_201035_646_s141-S13.jpg,13,20141130_201035,141,816,0,1,0,6
ch2_20141130_201035_646_s141,ch2_20141130_201035_646_s141-S14.jpg,14,20141130_201035,141,861,0,0,0,0
ch2_20141130_201035_646_s141,ch2_20141130_201035_646_s141-S15.jpg,15,20141130_201035,141,881,0,0,0,0
ch2_20141130_201035_646_s141,ch2_20141130_201035_646_s141-S16.jpg,16,20141130_201035,141,905,0,0,0,6
ch2_20141130_201035_646_s141,ch2_20141130_201035_646_s141-S17.jpg,17,20141130_201035,141,923,0,1,0,0
ch2_20141130_201035_646_s141,ch2_20141130_201035_646_s141-S18.jpg,18,20141130_201035,141,961,0,0,0,0
ch2_20141130_201035_646_s141,ch2_20141130_201035_646_s141-S19.jpg,19,20141130_201035,141,986,0,0,0,5
ch2_20141130_201035_646_s16,ch2_20141130_201035_646_s16-S1.jpg,1,20141130_201035,16,109,0,0,0,5
ch2_20141130_201035_646_s16,ch2_20141130_201035_646_s16-S2.jpg,2,20141130_201035,16,233,0,1,0,4
ch2_20141130_201035_646_s16,ch2_20141130_201035_646_s16-S3.jpg,3,20141130_201035,16,271,0,0,0,5
ch2_20141130_201035_646_s16,ch2_20141130_201035_646_s16-S4.jpg,4,20141130_201035,16,281,0,0,0,5
ch2_20141130_201035_646_s16,ch2_20141130_201035_646_s16-S5.jpg,5,20141130_201035,16,450,0,0,0,5
ch2_20141130_201035_646_s16,ch2_20141130_201035_646_s16-S6.jpg,6,20141130_201035,16,513,0,0,0,5
ch2_20141130_201035_646_s16,ch2_20141130_201035_646_s16-S7.jpg,7,20141130_201035,16,537,0,0,0,5
ch2_20141130_201035_646_s16,ch2_20141130_201035_646_s16-S8.jpg,8,20141130_201035,16,596,0,0,0,4
ch2_20141130_201035_646_s16,ch2_20141130_201035_646_s16-S9.jpg,9,20141130_201035,16,624,0,0,0,0
ch2_20141130_201035_646_s16,ch2_20141130_201035_646_s16-S10.jpg,10,20141130_201035,16,670,0,0,0,5
ch2_20141130_201035_646_s16,ch2_20141130_201035_646_s16-S11.jpg,11,20141130_201035,16,685,0,0,0,5
ch2_20141130_201035_646_s16,ch2_20141130_201035_646_s16-S12.jpg,12,20141130_201035,16,756,0,0,0,5
ch2_20141130_201035_646_s16,ch2_20141130_201035_646_s16-T1.jpg,1,20141130_201035,16,787,1,1,3,3
ch2_20141130_201035_646_s16,ch2_20141130_201035_646_s16-T2.jpg,2,20141130_201035,16,802,1,1,4,3
ch2_20141130_201035_646_s16,ch2_20141130_201035_646_s16-S14.jpg,14,20141130_201035,16,803,0,1,0,3
ch2_20141130_201035_646_s16,ch2_20141130_201035_646_s16-S15.jpg,15,20141130_201035,16,819,0,1,0,3
ch2_20141130_201035_646_s16,ch2_20141130_201035_646_s16-S16.jpg,16,20141130_201035,16,847,0,1,0,1
ch2_20141130_201035_646_s16,ch2_20141130_201035_646_s16-S17.jpg,17,20141130_201035,16,867,0,0,0,0
ch2_20141130_201035_646_s16,ch2_20141130_201035_646_s16-S18.jpg,18,20141130_201035,16,920,0,0,0,5
ch2_20141130_201035_646_s16,ch2_20141130_201035_646_s16-S19.jpg,19,20141130_201035,16,957,0,0,0,5
ch2_20141130_201035_646_s16,ch2_20141130_201035_646_s16-S20.jpg,20,20141130_201035,16,988,0,0,0,5
ch2_20141130_201035_646_s18,ch2_20141130_201035_646_s18-S1.jpg,1,20141130_201035,18,272,0,0,0,2
ch2_20141130_201035_646_s18,ch2_20141130_201035_646_s18-S3.jpg,3,20141130_201035,18,365,0,0,0,6
ch2_20141130_201035_646_s18,ch2_20141130_201035_646_s18-S4.jpg,4,20141130_201035,18,399,0,1,0,4
ch2_20141130_201035_646_s18,ch2_20141130_201035_646_s18-S5.jpg,5,20141130_201035,18,512,0,0,0,5
ch2_20141130_201035_646_s18,ch2_20141130_201035_646_s18-S6.jpg,6,20141130_201035,18,600,0,0,0,0
ch2_20141130_201035_646_s18,ch2_20141130_201035_646_s18-S7.jpg,7,20141130_201035,18,612,0,0,0,5
ch2_20141130_201035_646_s18,ch2_20141130_201035_646_s18-S8.jpg,8,20141130_201035,18,677,0,0,0,0
ch2_20141130_201035_646_s18,ch2_20141130_201035_646_s18-S9.jpg,9,20141130_201035,18,752,0,0,0,2
ch2_20141130_201035_646_s18,ch2_20141130_201035_646_s18-S10.jpg,10,20141130_201035,18,937,0,0,0,2
ch2_20141130_201035_646_s19,ch2_20141130_201035_646_s19-S1.jpg,1,20141130_201035,19,226,0,0,0,1
ch2_20141130_201035_646_s19,ch2_20141130_201035_646_s19-S2.jpg,2,20141130_201035,19,582,0,0,0,5
ch2_20141130_201035_646_s19,ch2_20141130_201035_646_s19-S3.jpg,3,20141130_201035,19,668,0,0,0,5
ch2_20141130_201035_646_s19,ch2_20141130_201035_646_s19-S4.jpg,4,20141130_201035,19,861,0,1,0,6
ch2_20141130_201035_646_s19,ch2_20141130_201035_646_s19-S5.jpg,5,20141130_201035,19,879,0,1,0,3
ch2_20141130_201035_646_s19,ch2_20141130_201035_646_s19-S6.jpg,6,20141130_201035,19,898,0,1,0,1
ch2_20141130_201035_646_s19,ch2_20141130_201035_646_s19-S7.jpg,7,20141130_201035,19,920,0,1,0,5
ch2_20141130_201035_646_s64,ch2_20141130_201035_646_s64-S1.jpg,1,20141130_201035,64,162,0,1,0,6
ch2_20141130_201035_646_s64,ch2_20141130_201035_646_s64-S2.jpg,2,20141130_201035,64,209,0,1,0,5
ch2_20141130_201035_646_s64,ch2_20141130_201035_646_s64-S3.jpg,3,20141130_201035,64,242,0,1,0,1
ch2_20141130_201035_646_s64,ch2_20141130_201035_646_s64-S4.jpg,4,20141130_201035,64,426,0,1,0,5
ch2_20141130_201035_646_s64,ch2_20141130_201035_646_s64-S5.jpg,5,20141130_201035,64,481,0,0,0,2
